Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
26,1,2023,1,4,80.56,204.28,4.31,5.5,0.84,9.49,174
27,1,2023,0,5,60.43,151.75,5.85,6.42,0.68,19.37,143
28,1,2023,0,6,86.36,211.73,8.74,7.04,0.87,14.72,157
29,1,2023,1,7,108.45,274.83,18.08,6.67,1.83,2.7,255
30,1,2023,0,1,44.16,115.07,8.34,7.91,1.14,11.57,110
31,1,2023,0,2,37.09,108.88,3.51,5.83,0.83,10.87,127
1,2,2023,0,3,39.98,128.57,5.42,6.4,0.69,14.93,101
2,2,2023,0,4,49.4,161.13,7.39,7.78,0.77,15.06,141
3,2,2023,0,5,73.57,258.27,11.25,10,1.07,15.39,187
4,2,2023,0,6,71.81,248.88,11.06,11.84,1.07,16.33,225
5,2,2023,1,7,61.72,206.07,9.88,9.35,1.2,12.87,186
6,2,2023,0,1,98.1,351.38,20.42,12.99,3.29,11.67,268
7,2,2023,0,2,70.71,256.94,6.47,9.56,1.42,16.96,279
8,2,2023,0,3,52.13,184.39,6.67,9.59,0.75,21.53,139
9,2,2023,0,4,70.49,246.89,21.41,11.38,1.11,14.31,216
10,2,2023,0,5,64.03,222.58,22.14,13.32,1.34,17.96,159
11,2,2023,0,6,85.2,298.69,17.53,13.3,1.34,22.29,278
12,2,2023,1,7,38.59,150.24,9.45,10.87,0.54,32.28,154
13,2,2023,0,1,38.75,132.75,8.13,10.09,0.47,36.7,124
14,2,2023,0,2,44.47,147.27,11.56,12.14,0.62,34,118
15,2,2023,0,3,55.56,194.39,14,8.79,0.8,22.91,161
16,2,2023,0,4,90.02,316.72,18.8,8,1.29,21.45,217
17,2,2023,0,5,122.48,417.41,29.25,9.77,2.15,35.05,342
18,2,2023,1,6,97.82,344.78,18.72,7.66,1.55,14.02,326
19,2,2023,1,7,96.35,355.97,21.55,8.82,1.65,21.78,257
20,2,2023,0,1,98.36,342.75,24.1,11.16,1.84,15.93,337
21,2,2023,0,2,80.8,257.89,16.43,9.43,1.24,16.62,197
22,2,2023,0,3,72.06,225.64,17.64,7.17,1.28,13.14,198
23,2,2023,0,4,55.57,206.67,15.28,7.9,0.84,15.67,196
24,2,2023,0,5,53.33,199.38,15.74,8.51,0.88,24.37,157
25,2,2023,0,6,69.24,258.06,20.77,11.49,1.06,23.53,212
26,2,2023,1,7,76.03,278.03,26.81,13.05,1.35,21.95,236
27,2,2023,0,1,78.51,248.99,21.14,11.85,1.13,23.78,220
28,2,2023,0,2,76.82,248.13,20.74,10.02,0.98,18.37,206
1,3,2023,0,3,53.83,196.17,16.92,7.87,0.62,36.82,170
2,3,2023,0,4,50.16,194.52,17.22,9.55,0.7,38.57,175
3,3,2023,0,5,39.39,145.22,11.32,8.96,0.46,43.52,137
4,3,2023,0,6,36.45,145.07,11.76,11.91,0.43,44.45,126
5,3,2023,1,7,35.15,127.75,10,10.49,0.41,52.29,128
6,3,2023,0,1,40.18,149.61,12.02,11.13,0.5,52.69,129
7,3,2023,0,2,47.4,181.31,15.67,9.98,0.73,43.35,159
8,3,2023,1,3,50.12,181.45,12.31,13.91,0.9,49.38,154
9,3,2023,0,4,37.3,114.49,10.38,9.79,0.43,54.65,104
10,3,2023,0,5,64.79,242.72,15.71,10.78,0.92,45.41,190
11,3,2023,0,6,60.07,242.02,18,13.62,0.87,43.94,217
12,3,2023,1,7,47.92,218.34,21.74,14.95,0.92,48.53,183
13,3,2023,0,1,61.01,284.61,16.59,19.71,1,48.47,232
14,3,2023,0,2,57.06,247.96,15.07,15.95,0.87,44.47,228
15,3,2023,0,3,61.51,254.11,23.62,17.3,1.02,47.93,197
16,3,2023,0,4,66.24,251.37,24.83,22.89,0.95,52.54,229
17,3,2023,0,5,50.83,198.58,21.89,16.68,0.75,47,158
18,3,2023,0,6,40.51,122.2,17.02,9.73,0.72,37.64,138
19,3,2023,1,7,45.8,156.95,18.92,11.37,0.99,33.79,123
20,3,2023,0,1,49.47,174.17,23.02,17.62,0.84,48.81,174
21,3,2023,0,2,33.36,98.53,17.16,10.09,0.45,58.29,98
22,3,2023,0,3,40.24,153.93,17.03,10.33,0.72,41.36,122
23,3,2023,0,4,60.3,212.75,23.03,19.64,0.89,48.1,177
24,3,2023,0,5,58.47,199.06,44.26,40.2,1.22,71.79,185
25,3,2023,0,6,29.67,75.46,25.88,29.63,0.69,91.06,163
26,3,2023,1,7,42.63,167.52,24.96,37.87,0.71,97.89,154
27,3,2023,0,1,40.53,140.52,20.78,40.18,0.69,97.65,186
28,3,2023,0,2,48.11,171.35,29.31,40.72,0.83,87.93,178
29,3,2023,1,3,56.03,211.15,46.71,51.36,1.23,93.62,193
30,3,2023,0,4,53.09,209.82,28.08,45.17,0.89,114.68,182
31,3,2023,0,5,45.4,46.32,22.18,25.44,0.61,72.83,97
1,4,2023,0,6,35.46,123.23,33.22,32.93,1.01,72.04,279
2,4,2023,1,7,37.09,147.89,31.07,33.64,1.09,43.04,136
3,4,2023,0,1,44.98,167.74,28.57,42.26,0.91,52.05,138
4,4,2023,1,2,36.17,114.95,20.85,36.36,0.57,50.29,113
5,4,2023,0,3,40.38,132.11,22.64,45.71,0.59,51.61,106
6,4,2023,0,4,46.4,131.03,20.26,44.46,0.45,64.31,126
7,4,2023,1,5,40.63,134.36,17.02,45.65,0.54,65.9,112
8,4,2023,0,6,50.5,179.93,20.25,55.08,0.69,63.03,161
9,4,2023,1,7,73.4,274.66,30.53,61.71,0.99,49.9,233
10,4,2023,0,1,60.24,224.22,34.8,73.65,0.99,57.63,176
11,4,2023,0,2,89.73,389.09,49.18,113.4,1.32,40.67,309
12,4,2023,0,3,55.92,247.67,30.33,76.4,0.87,58.77,224
13,4,2023,0,4,77.25,287.26,37.92,93.69,1.06,48.9,248
14,4,2023,1,5,85.21,302.34,41.73,81.19,1.15,40.19,272
15,4,2023,0,6,84.88,305.15,41.54,89.77,1.19,56.8,279
16,4,2023,1,7,66.54,248.59,48.11,65.77,1.29,32.27,222
17,4,2023,0,1,56.33,263.11,33.76,58.44,0.93,43.69,223
18,4,2023,0,2,91.54,317.65,37.15,72.28,1.19,22.88,230
19,4,2023,0,3,86.63,239.58,14.69,54.2,0.53,61.89,241
20,4,2023,0,4,47.01,146.07,20.76,47.62,0.63,42.48,151
21,4,2023,0,5,39.82,159.12,19.52,49.52,0.59,76.06,122
22,4,2023,1,6,35.33,150.97,12.71,46.52,0.48,104.03,143
23,4,2023,1,7,31.18,105.16,11.51,34.84,0.4,93.04,118
24,4,2023,0,1,47.13,208.59,28.26,63.03,0.78,71.98,176
25,4,2023,0,2,40.55,169.15,25.81,48.7,0.82,91.36,198
26,4,2023,0,3,65.63,283.41,51.43,61.84,1.46,88.84,234
27,4,2023,0,4,49.55,183.15,43.86,46.01,1.03,81.71,207
28,4,2023,0,5,44.65,176.63,31.18,43.46,0.99,66.13,128
29,4,2023,0,6,58.27,243.75,27.85,17.6,0.83,39.22,209
30,4,2023,1,7,29.51,108.49,24.61,13.49,0.59,65.07,130
1,5,2023,0,1,26,70.05,17.65,12.49,0.59,37.36,84
2,5,2023,0,2,32.12,72.55,15.02,12.38,0.57,45.75,70
3,5,2023,0,3,34.71,105.14,15.47,13.66,0.85,37.69,104
4,5,2023,0,4,66.77,134.46,14.95,13.4,0.83,60.49,217
5,5,2023,1,5,49.72,213.66,21.39,17.75,1.23,38.94,165
6,5,2023,0,6,78.99,257.23,17.76,18.95,0.97,31.1,236
7,5,2023,1,7,50.26,211.98,19.32,19.63,0.78,50.99,192
8,5,2023,0,1,42.7,148.82,22.7,17.29,0.86,44.33,126
9,5,2023,0,2,61,256.02,14.88,24.99,0.87,67.61,208
10,5,2023,0,3,69.17,224.55,24.71,28.89,0.73,70.35,184
11,5,2023,0,4,107.38,316.22,56.76,34.72,1.97,54.94,221
12,5,2023,0,5,73.77,294.75,57.78,27.74,1.9,62.05,247
13,5,2023,0,6,82.57,329.11,65.13,30.11,1.99,78.84,287
14,5,2023,1,7,71.19,272.4,48.18,28.33,1.6,73.43,254
15,5,2023,0,1,42.88,172.64,17.22,22.8,0.82,61.53,148
16,5,2023,0,2,168.21,522.8,15.03,25.12,0.87,60.99,270
17,5,2023,0,3,82.12,337.5,25.86,29.18,1.06,49.67,363
18,5,2023,0,4,41,116.13,14.55,19.14,0.8,100.25,251
19,5,2023,0,5,56.72,160.09,13.34,22.65,0.86,71.15,198
20,5,2023,0,6,67.76,226.87,14.89,20.31,1.09,19.41,187
21,5,2023,1,7,71.94,263.68,27.99,18.7,1.73,9.38,233
22,5,2023,0,1,69.33,252.19,28.79,13.44,1.12,32.49,182
23,5,2023,0,2,64.81,244.39,23.76,21.24,0.9,46.47,216
24,5,2023,0,3,33.53,116.51,22.18,22.08,0.79,46.42,148
25,5,2023,0,4,31.29,118.29,21.04,21.53,0.76,47.24,80
26,5,2023,1,5,28.98,55.16,24.39,17.12,0.83,52.05,85
27,5,2023,0,6,23.45,59.37,27.6,7.1,0.94,44.46,48
28,5,2023,1,7,62.5,198.44,28.48,7.18,1.49,27.44,115
29,5,2023,0,1,35.89,98.5,23.58,10.2,0.99,35.94,98
30,5,2023,0,2,28.55,102.42,21.73,10.6,0.84,36.17,102
31,5,2023,0,3,29.05,69.88,18.33,9.76,0.85,26.81,81
1,6,2023,0,4,37.58,101.11,20.96,9.46,0.98,28.73,82
2,6,2023,0,5,29.68,83.31,18.62,8.55,0.8,34.12,84
3,6,2023,0,6,39.18,127.29,21.02,8.05,0.93,31.07,100
4,6,2023,1,7,56.64,191.71,23.07,7.57,1.06,33.35,152
5,6,2023,0,1,48.77,171.74,21.17,7.14,1,35.29,148
6,6,2023,0,2,79.25,115.53,21.95,6.83,0.92,38.8,124
7,6,2023,0,3,67.28,215.29,21.66,6.65,0.84,38.23,187
8,6,2023,0,4,48.02,148.28,23.67,8.29,0.87,45.64,139
9,6,2023,0,5,49.97,163.69,22.1,8.79,0.79,38.02,144
10,6,2023,0,6,45.11,162.95,19.91,8.43,0.65,30.57,136
11,6,2023,1,7,36.78,89.39,20.05,8,0.66,31.7,117
12,6,2023,0,1,73.19,220.74,29.11,7.63,0.63,44.11,176
13,6,2023,0,2,71.3,273.53,31.54,7.15,0.68,30.65,201
14,6,2023,0,3,64.72,234.09,28.56,7.12,0.58,29.55,214
15,6,2023,0,4,45.3,153.82,29.78,7.04,0.61,33.3,163
16,6,2023,0,5,45.95,145.41,33.15,7.61,0.71,28.75,121
17,6,2023,0,6,46.18,138.89,32.35,9.64,0.8,32.78,138
18,6,2023,1,7,28.83,73.73,29.92,13.54,0.64,36.03,78
19,6,2023,0,1,23.99,61.81,31.49,16.07,0.65,28.74,62
20,6,2023,0,2,43.29,115.21,28.66,15.52,0.74,28.51,112
21,6,2023,0,3,35,103.61,12.09,15.18,0.48,29.35,79
22,6,2023,0,4,37.45,110.2,12.64,15.26,0.55,24.4,105
23,6,2023,0,5,46.09,135.16,12.48,15.29,0.57,24.79,114
24,6,2023,0,6,50.58,140.16,15.46,15.37,0.73,23.16,143
25,6,2023,1,7,20.11,39.07,9.69,15.3,0.44,27.24,67
26,6,2023,0,1,42.97,99.74,12.83,15.42,0.73,31.4,84
27,6,2023,0,2,30.14,66.67,11.47,15.37,0.54,40.23,69
28,6,2023,0,3,34.89,94.81,17.02,15.5,0.58,46.23,79
29,6,2023,1,4,39.48,93.39,17.74,15.72,0.74,26.77,106
30,6,2023,0,5,26.18,55.64,11.83,15.76,0.69,30.35,58
1,7,2023,0,6,24.95,43.38,8.89,14.17,0.46,48.07,45
2,7,2023,1,7,30.41,63.61,10.87,6.38,0.55,51.87,43
3,7,2023,0,1,45.55,117.32,17.77,6.1,0.71,64.58,99
4,7,2023,0,2,47.58,116.78,18.27,8.41,0.76,43.52,118
5,7,2023,0,3,28.73,59.63,5.55,7.88,0.54,42.99,79
6,7,2023,0,4,30.08,57.43,4.49,6.45,0.52,36.88,58
7,7,2023,0,5,28.46,68.23,6.27,4.76,0.53,40.28,60
8,7,2023,0,6,27.75,50.73,6.2,3.07,0.56,35.01,62
9,7,2023,1,7,25.67,39.88,5.63,1.21,0.6,31.71,44
10,7,2023,0,1,27.78,41.73,19.59,25.26,0.55,37.77,45
11,7,2023,0,2,30.79,57.18,24.41,5.37,0.43,40.15,48
12,7,2023,0,3,31.58,58.34,21.17,3.64,0.52,36.93,62
13,7,2023,0,4,37.13,80.28,17.46,2.59,0.59,36.34,72
14,7,2023,0,5,46.84,96.11,19.38,2.18,0.73,38.08,79
15,7,2023,0,6,40.98,105.56,17.78,1.94,0.63,33.56,107
16,7,2023,1,7,33.35,69.4,16.93,1.84,0.53,33.13,75
17,7,2023,0,1,56.03,125.67,18.1,2.32,0.66,48.86,91
18,7,2023,0,2,38.63,85.63,17.51,2.73,0.66,34.37,108
19,7,2023,0,3,40.82,90.39,13.99,4.04,0.54,29.94,81
20,7,2023,0,4,53.38,115.11,19.04,10.5,1.1,48.1,103
21,7,2023,0,5,56.25,141.47,38.29,17.18,0.76,38.59,125
22,7,2023,0,6,42.61,98.1,29.04,16.83,0.55,29.92,108
23,7,2023,1,7,36.79,80.63,27.25,16.63,0.46,30.16,79
24,7,2023,0,1,37.39,83.1,29.78,16.51,0.49,30.28,80
25,7,2023,0,2,42.83,103.48,32.36,16.3,0.61,31.02,99
26,7,2023,0,3,33.28,68.32,29.16,15.98,0.61,29.54,70
27,7,2023,0,4,42.24,103.8,35.67,15.94,0.76,29.78,105
28,7,2023,0,5,38.45,82.74,28.83,15.72,0.64,30.59,80
29,7,2023,1,6,24.63,47.67,28.39,15.56,0.52,31.06,55
30,7,2023,1,7,26.99,66.07,23.48,15.51,0.4,30.63,60
31,7,2023,0,1,36.02,105.12,31.23,15.43,0.52,29.79,94
1,8,2023,0,2,28.74,96.92,50.23,15.36,0.38,30.67,88
2,8,2023,0,3,26.34,90.1,31.07,15.18,0.36,30.51,94
3,8,2023,0,4,29.15,93.59,25.35,17.69,0.35,29.92,85
4,8,2023,0,5,29.34,87.98,26.31,19.08,0.37,27.78,96
5,8,2023,0,6,27.45,72.29,34.25,14.14,0.55,31.76,73
6,8,2023,1,7,29.25,95.13,28.46,13.56,0.41,30.53,83
7,8,2023,0,1,33.46,120.35,25.3,14.55,0.32,30.15,104
8,8,2023,0,2,36.64,138.73,26.09,16.3,0.33,30.08,124
9,8,2023,0,3,40.83,147.91,26.31,23.43,0.37,30.36,127
10,8,2023,0,4,39.45,139.04,29.01,21.34,0.39,30.48,137
11,8,2023,0,5,40.58,144.95,26.44,19.96,0.37,32.16,124
12,8,2023,0,6,38.53,143.33,23.18,19.84,0.32,32.59,128
13,8,2023,1,7,34.1,116.78,22.18,19.76,0.34,32.62,119
14,8,2023,0,1,32.64,115.39,34.87,19.79,0.46,32.34,112
15,8,2023,1,2,31.18,83.38,35.54,19.56,0.58,31.71,94
16,8,2023,0,3,35.68,115.67,43.32,19.71,0.69,25.42,63
17,8,2023,0,4,41.03,143.77,31.19,19.7,0.4,18.67,68
18,8,2023,0,5,45.93,170.92,30.83,19.69,0.4,19.17,140
19,8,2023,0,6,39.61,103.19,38.39,19.49,0.63,19.69,111
20,8,2023,1,7,34.33,79.69,37,19.75,0.6,19.63,90
21,8,2023,0,1,30.02,86.38,34.8,19.86,0.58,19.26,77
22,8,2023,0,2,29.66,85.73,26.72,20.11,0.57,19.26,86
23,8,2023,0,3,25.07,65.15,32.9,19.35,0.68,18.36,65
24,8,2023,0,4,32.52,109.25,25.51,18.58,0.49,41.26,87
25,8,2023,0,5,37.9,133.3,18.93,18.61,0.37,57.03,115
26,8,2023,0,6,48.82,193.47,19.24,18.75,0.37,58.08,158
27,8,2023,1,7,54.27,211.46,14.94,18.75,0.32,57.6,186
28,8,2023,0,1,48.52,192.15,20.18,18.74,0.38,47.51,150
29,8,2023,0,2,45.46,170.27,20.71,18.73,0.4,26.73,150
30,8,2023,0,3,41.92,156.7,21.7,18.72,0.48,9.59,148
31,8,2023,0,4,49.55,158.37,15.03,18.97,0.5,26.31,137
1,9,2023,0,5,43,157.52,25.79,18.87,0.43,37.99,140
2,9,2023,0,6,41.75,150.09,19.61,18.97,0.39,41.76,131
3,9,2023,1,7,41.35,158.99,24.2,18.96,0.41,42.29,137
4,9,2023,0,1,43.92,158.08,25.05,18.96,0.43,44.72,143
5,9,2023,0,2,33.91,105.78,22.64,19.07,0.49,63.02,103
6,9,2023,0,3,35.52,115.27,44.79,19.12,0.7,54.67,112
7,9,2023,1,4,28.59,96.11,31.13,19.16,0.6,53.47,99
8,9,2023,0,5,21.6,66.25,30.29,19.27,0.59,44.78,76
9,9,2023,0,6,8.96,22.01,9.82,19.04,0.36,34.3,36
10,9,2023,1,7,4.55,9.69,5.14,18.97,0.32,33.06,34
11,9,2023,0,1,17.77,49.07,25.09,19.18,0.53,42.76,42
12,9,2023,0,2,27.45,86.11,46.77,19.75,0.86,46.98,83
13,9,2023,0,3,34.61,113.58,50.84,20.14,0.94,65.99,84
14,9,2023,0,4,33.82,101.62,47.74,20.25,0.88,64.67,104
15,9,2023,0,5,22.74,63.34,25.52,20.06,0.62,53.99,76
16,9,2023,0,6,22.31,54.13,18.47,19.33,0.61,44.78,70
17,9,2023,1,7,19.48,48.5,17.27,18.78,0.5,42.02,42
18,9,2023,0,1,16.52,45.2,22.01,18.85,0.51,36.58,48
19,9,2023,0,2,18.45,58.76,31.49,18.98,0.59,40.67,48
20,9,2023,0,3,29.74,97.33,30.28,19.12,0.75,56.04,83
21,9,2023,0,4,35.42,108.59,29.36,19.18,0.64,61.19,103
22,9,2023,0,5,40.27,109.3,28.37,19.5,0.67,64.54,102
23,9,2023,0,6,27.91,84.43,28.2,19.09,0.74,57.82,92
24,9,2023,1,7,40.25,122.12,28.2,19.27,0.98,52.99,106
25,9,2023,0,1,41.91,129,28.2,19.36,0.76,71.91,103
26,9,2023,0,2,48.27,139.56,28.26,19.3,0.69,76.92,128
27,9,2023,0,3,39.5,123.55,28.34,19.14,0.59,60.1,111
28,9,2023,1,4,46.77,149.57,28.55,19.19,0.69,62.33,130
29,9,2023,0,5,50.42,158.75,28.12,19.44,0.69,70.26,141
30,9,2023,0,6,51.66,162.72,28.15,19.47,0.67,70.28,145
1,10,2023,1,7,52.35,164.61,28.14,19.29,0.65,70.11,140
2,10,2023,1,1,49.14,147.68,28.03,19.22,0.64,59.7,135
3,10,2023,0,2,80.25,190.5,28.04,19.25,0.67,59.41,157
4,10,2023,0,3,67.47,213.4,27.98,19.32,0.71,76.76,178
5,10,2023,0,4,62.15,202.03,28.15,19.48,0.84,73.09,171
6,10,2023,0,5,77.25,243.12,28.33,19.49,1.14,65.62,192
7,10,2023,0,6,49.3,237.25,28.03,19.79,1.35,64.24,215
8,10,2023,1,7,54.65,199.79,28.07,19.77,0.97,63.94,178
9,10,2023,0,1,58.12,215.52,28.23,19.87,1.03,63.36,170
10,10,2023,0,2,76.83,249.3,28.16,21.35,1.13,45.64,205
11,10,2023,0,3,61.42,182.46,28.23,21.72,0.62,17.97,176
12,10,2023,0,4,94.16,260.3,27.8,22.43,0.84,24.91,210
13,10,2023,0,5,117.87,342.32,186.28,23.87,1.05,35.52,283
14,10,2023,0,6,79.68,278.84,405.7,22.59,0.87,16.03,340
15,10,2023,1,7,65.83,234.15,433.98,21.84,0.73,15.81,414
16,10,2023,0,1,47.14,171.28,273.28,20.99,0.5,9.9,403
17,10,2023,0,2,34.86,82.86,54.22,20.09,0.47,6.3,65
18,10,2023,0,3,33.47,100.45,71.6,21.29,0.44,5.47,106
19,10,2023,0,4,39.55,115.45,54.33,20.38,0.46,10.73,99
20,10,2023,0,5,58.73,179.71,45.91,19.83,0.66,14.48,159
21,10,2023,0,6,78.96,236.51,42.05,20,0.88,11.34,159
22,10,2023,1,7,90.63,235.77,37.96,20.2,1.08,18.44,219
23,10,2023,0,1,78.33,217.91,26.18,20.11,0.85,15.02,193
24,10,2023,1,2,55.32,185.48,13.61,20.11,0.66,15.61,157
25,10,2023,0,3,68.92,231.22,14.85,20.19,0.76,20.7,171
26,10,2023,0,4,64.53,210.26,14.65,20.25,0.78,15.9,193
27,10,2023,0,5,87.06,262.27,5.8,20.46,0.97,20.71,165
28,10,2023,0,6,103.13,304.69,20.05,18.86,1.28,19.16,217
29,10,2023,1,7,124.77,419.6,24.86,18.21,2.51,24.85,330
30,10,2023,0,1,123.28,400.75,19.94,18.12,1.64,23.62,355
31,10,2023,0,2,126.34,420.52,21.21,18.38,1.91,22.56,356
1,11,2023,0,3,117.48,390.78,58.91,18.69,1.57,15.06,376
2,11,2023,0,4,163.13,544.57,78.11,19.63,1.96,13.2,372
3,11,2023,0,5,157.29,524.92,80.64,19.63,2.27,11.8,459
4,11,2023,0,6,161.2,510.58,72.08,19.7,1.94,12.32,383
5,11,2023,1,7,175.54,546.97,61.76,19.46,1.95,10.8,426
6,11,2023,0,1,136.4,501.76,70.39,19.69,2.6,14.8,399
7,11,2023,0,2,149.64,508.3,74.98,19.92,2.39,11.77,403
8,11,2023,1,3,150.47,494.67,61.31,19.98,2.22,9.19,421
9,11,2023,0,4,185.6,610.46,56.65,22.29,2.33,9.26,424
10,11,2023,0,5,62.15,188.34,34.14,23.7,1.14,8.24,270
11,11,2023,0,6,43.61,134.27,45.82,23.49,0.75,8.15,120
12,11,2023,1,7,93.1,179.24,58.78,23.9,0.89,8.73,133
13,11,2023,0,1,148.91,372.64,110.8,24.9,1.36,8.01,300
14,11,2023,0,2,100.48,338.33,97.69,23.71,1.3,7.38,308
15,11,2023,1,3,125.53,436.19,113.81,23.84,1.52,7.94,347
16,11,2023,0,4,162.14,556.97,158.45,24.03,2.16,8.31,403
17,11,2023,0,5,126.56,410.13,191.88,24.32,2.25,10.08,383
18,11,2023,0,6,83.67,294.93,184.45,25.38,1.68,8.6,255
19,11,2023,1,7,85.16,282.69,202.31,25.54,1.86,10.34,241
20,11,2023,0,1,110.12,385.73,248.4,25.67,1.96,7.88,284
21,11,2023,0,2,132.42,423.11,142.06,25.46,1.43,9.65,346
22,11,2023,0,3,171.23,428.7,133.36,24.19,1.4,10.09,358
23,11,2023,0,4,131.55,467.33,212.77,23.67,2.09,10.71,378
24,11,2023,0,5,184.84,557.23,362.73,24.87,2.78,9.39,414
25,11,2023,0,6,151.17,388.46,297.47,25.53,2.09,6.3,324
26,11,2023,1,7,149.01,484.72,195.27,25.48,2.35,10.32,300
27,11,2023,1,1,118.5,420.91,92.95,24.74,1.78,11.44,402
28,11,2023,0,2,73.06,229.73,61.45,25.13,1.2,6.39,241
29,11,2023,0,3,87.44,302.04,53.13,24.76,1.6,8.17,197
30,11,2023,0,4,126.58,418.63,48.89,22.55,1.9,8.63,372
1,12,2023,0,5,96.97,337.64,41.15,19.67,1.23,8.98,271
2,12,2023,0,6,81.04,277.04,49.1,19.67,1.24,7.85,273
3,12,2023,1,7,85.65,318.97,41.45,19.87,1.39,4.83,257
4,12,2023,0,1,86.75,308.78,44.07,20.03,1.22,7.87,284
5,12,2023,0,2,71.74,270.14,56.79,19.91,0.93,5.67,235
6,12,2023,0,3,80.77,316.54,54.92,20.06,1.19,17.01,239
7,12,2023,0,4,92.19,364.13,52.06,20.14,1.59,27.74,302
8,12,2023,0,5,132.68,328.85,60.73,20.15,1.23,31.92,308
9,12,2023,0,6,96.81,304.2,59.08,19.89,1.02,29.61,275
10,12,2023,1,7,72.52,258.8,65.07,20.03,1.04,29.76,210
11,12,2023,0,1,89.85,332.01,66.1,20.25,1.06,30.63,280
12,12,2023,0,2,127.52,434.97,59.39,20.56,1.95,32.62,323
13,12,2023,0,3,124.13,402.41,55.55,20.8,1.62,29.85,369
14,12,2023,0,4,86.72,323.72,64.48,20.57,1.11,33.94,290
15,12,2023,0,5,98.79,337.67,64.84,20.81,1.27,40.85,289
16,12,2023,0,6,121.69,314.24,85.96,20.95,1.58,36.87,247
17,12,2023,1,7,90.06,345.78,75.39,20.91,1.43,27.95,179
18,12,2023,0,1,77.88,285.03,70.47,21.01,1.03,29.25,268
19,12,2023,0,2,70.92,265.39,63.48,20.82,1.05,31.85,229
20,12,2023,0,3,119.99,308.74,78.74,21,1.28,32.81,238
21,12,2023,0,4,104.18,394.17,73.76,21.04,1.49,32.16,327
22,12,2023,0,5,139.5,420.59,90.96,21.9,1.82,33.22,359
23,12,2023,0,6,175.83,400.68,120.52,22.98,2.11,32.65,363
24,12,2023,1,7,137.21,400.57,140.49,23.31,2.13,32.24,363
25,12,2023,1,1,113.02,400.43,101.24,23.14,1.4,32.19,363
26,12,2023,0,2,106.1,397.15,69.8,22.48,1.48,31.01,356
27,12,2023,0,3,97.47,365.02,27.66,21.87,1.76,28.12,296
28,12,2023,0,4,90.16,266.07,32.1,21.99,1.07,28.37,261
29,12,2023,0,5,118.14,469.37,30.62,22.03,1.68,19.07,299
30,12,2023,0,6,98.49,395.9,34.12,21.92,1.37,19.13,390
31,12,2023,1,7,83.37,333.32,29.29,21.99,1.2,19.26,301
1,1,2024,0,1,71.18,288.33,24.09,21.92,0.74,19.3,244
2,1,2024,0,2,76.61,290.95,26.95,22.19,0.64,20.15,259
3,1,2024,0,3,81.94,308.65,26.41,22.01,1.03,19.65,246
4,1,2024,0,4,86.58,349.36,21.61,22.18,1.02,19.19,324
5,1,2024,0,5,64.61,267.06,19.8,22.36,0.85,19.28,246
6,1,2024,0,6,78.21,319.32,20.7,22.47,0.8,19.64,220
7,1,2024,1,7,80.76,334.34,27.08,22.9,0.93,19.93,308
8,1,2024,0,1,95.24,373.77,24.92,22.87,0.85,19.55,314
9,1,2024,0,2,52.82,212.74,20.55,22.8,0.69,19.65,254
10,1,2024,0,3,73.62,286.79,22.23,22.86,0.7,20.4,168
11,1,2024,0,4,99.72,356.85,29.89,21.9,1,25.8,314
12,1,2024,0,5,81.41,304.72,28.91,20.95,1.02,27.3,264
13,1,2024,0,6,127.48,492.05,36.16,21.31,1.58,27.36,348
14,1,2024,1,7,106.07,327.54,35.14,21.46,1.66,27.05,345
15,1,2024,0,1,70.53,271.14,30.99,21.32,1.1,27.24,222
16,1,2024,0,2,125.14,451.87,48.65,21.62,1.78,28.02,331
17,1,2024,0,3,95.9,388.59,47.21,21.76,1.36,27.69,360
18,1,2024,0,4,95.82,374.84,42.41,22.18,1.19,27.17,313
19,1,2024,0,5,118.7,342.32,44.35,22.69,1.28,26.87,295
20,1,2024,0,6,79.2,324.13,40.61,22.07,0.88,27.45,276
21,1,2024,1,7,72.57,257.14,30.47,21.56,0.96,27.35,271
22,1,2024,0,1,108.32,372.63,40.42,21.67,0.92,28.16,240
23,1,2024,0,2,115.04,429.22,45.74,22.03,1.23,27.73,378
24,1,2024,0,3,105.87,405.6,39.12,22.06,1.16,27.03,383
25,1,2024,0,4,80.42,278.84,31.23,21.27,1,26.88,242
26,1,2024,1,5,108.52,404.79,40.1,20.68,1.41,27.25,352
27,1,2024,0,6,72.18,299.85,35.5,20.61,0.81,28.03,267
28,1,2024,1,7,128.46,468.87,54.04,21.03,1.5,27.75,343
29,1,2024,0,1,122.47,471.32,46.09,21.21,1.26,27.04,383
30,1,2024,0,2,77.87,287.31,28.29,20.94,1.16,26.72,295
31,1,2024,0,3,95.45,328.24,36.78,21.63,1.63,26.71,277
1,2,2024,0,4,31.84,108.25,31.22,21.48,0.71,26.98,145
2,2,2024,0,5,44.56,160.64,19.75,21.54,0.91,26.78,131
3,2,2024,0,6,52.97,218.9,29.51,21.47,0.76,26.71,152
4,2,2024,1,7,54.29,199.46,29.1,21.64,0.92,26.69,209
5,2,2024,0,1,37.31,142.31,22.29,21.72,0.49,26.81,136
6,2,2024,0,2,33.73,142.23,24.61,21.58,0.43,28.14,112
7,2,2024,0,3,42.73,176.83,27.71,21.51,0.45,32.23,166
